id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,budget,people,prep_time,cooking_time,total_time,title_en,tag1_en,tag2_en,tag3_en,difficulty_en,budget_en
1229,Darnes de saumon sauce citron et échalotes,https://www.marmiton.org/recettes/recette_darnes-de-saumon-sauce-citron-et-echalotes_30892.aspx,4.1,plat principal,poisson,saumon en sauce,,,facile,moyen,4,5,20,25,Salmon steaks with lemon and shallot sauce,main course,fish,salmon in sauce,easy,AVERAGE
1230,Mi Xao aux  viandes et légumes variés (Vietnam),https://www.marmiton.org/recettes/recette_mi-xao-aux-viandes-et-legumes-varies-vietnam_15696.aspx,4.5,plat principal,plat unique,plats vietnamiens,,,facile,moyen,4,25,25,50,Mi Xao with mixed meats and vegetables (Vietnam),main course,single dish,Vietnamese dishes,easy,AVERAGE
1231,Pâtes à la sauce piquante au curry rouge,https://www.marmiton.org/recettes/recette_pates-a-la-sauce-piquante-au-curry-rouge_36018.aspx,4.8,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,très facile,bon marché,4,5,30,35,Pasta with spicy red curry sauce,main course,"pasta, rice, semolina",pasta in sauce,very easy,cheap
1232,Poulet au vin blanc et aux olives,https://www.marmiton.org/recettes/recette_poulet-au-vin-blanc-et-aux-olives_81030.aspx,4.9,plat principal,viande,viande en sauce,,,facile,moyen,4,20,30,50,Chicken with white wine and olives,main course,meat,meat in sauce,easy,AVERAGE
1233,Lasagnes aux poireaux,https://www.marmiton.org/recettes/recette_lasagnes-aux-poireaux_12109.aspx,4,plat principal,"pâtes, riz, semoule",lasagne,,,très facile,bon marché,4,20,45,65,Leek Lasagna,main course,"pasta, rice, semolina",lasagna,very easy,cheap
1234,Paëlla traditionnelle aux fruits de mer,https://www.marmiton.org/recettes/recette_paella-traditionnelle-aux-fruits-de-mer_309735.aspx,5,plat principal,plat unique,paella,,,moyenne,moyen,4,30,2,32,Traditional seafood paella,main course,single dish,paella,average,AVERAGE
1235,Hamburger Végétarien,https://www.marmiton.org/recettes/recette_hamburger-vegetarien_19445.aspx,4.7,plat principal,plat végétarien,hamburger végétarien,,,facile,bon marché,4,15,15,30,Vegetarian Hamburger,main course,vegetarian dish,vegetarian hamburger,easy,cheap
1236,Véritable Fondue Suisse,https://www.marmiton.org/recettes/recette_veritable-fondue-suisse_24468.aspx,4.4,plat principal,plats au fromage,fondue au fromage,,,très facile,moyen,4,5,10,15,Real Swiss Fondue,main course,cheese dishes,cheese fondue,very easy,AVERAGE
1237,Brick poulet curry fromage,https://www.marmiton.org/recettes/recette_brick-poulet-curry-fromage_229041.aspx,5,plat principal,viande,viande en sauce,,,facile,bon marché,4,15,10,25,Chicken curry cheese brick,main course,meat,meat in sauce,easy,cheap
1238,Filet Mignon à la crème et pommes de terre confites,https://www.marmiton.org/recettes/recette_filet-mignon-a-la-creme-et-pommes-de-terre-confites_63721.aspx,4.4,plat principal,viande,viande rôtie,,,très facile,moyen,4,10,1,11,Filet Mignon with Cream and Candied Potatoes,main course,meat,roast meat,very easy,AVERAGE
1443,Cookies maison,https://www.marmiton.org/recettes/recette_cookies-maison_86989.aspx,4.6,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,15,10,25,Homemade cookies,dessert,cake,cupcakes,easy,cheap
1239,omelette aux légumes légère et parfumée,https://www.marmiton.org/recettes/recette_omelette-aux-legumes-legere-et-parfumee_31216.aspx,4,plat principal,œufs,omelette,,,très facile,bon marché,4,15,10,25,light and fragrant vegetable omelette,main course,eggs,omelette,very easy,cheap
1240,Courgettes rondes farcies à la viande parfum curry,https://www.marmiton.org/recettes/recette_courgettes-rondes-farcies-a-la-viande-parfum-curry_72315.aspx,4.7,plat principal,plat végétarien,curry de légumes,,,très facile,bon marché,4,30,45,75,Round zucchini stuffed with curry-flavored meat,main course,vegetarian dish,vegetable curry,very easy,cheap
1241,Rôti de porc au miel et aux pommes,https://www.marmiton.org/recettes/recette_roti-de-porc-au-miel-et-aux-pommes_15139.aspx,4.7,plat principal,viande,viande rôtie,,,très facile,bon marché,4,15,1,16,Roast pork with honey and apples,main course,meat,roast meat,very easy,cheap
1242,Magret de canard sauce au vin rouge,https://www.marmiton.org/recettes/recette_magret-de-canard-sauce-au-vin-rouge_334586.aspx,0,plat principal,viande,viande rôtie,,,facile,moyen,4,30,30,60,Duck breast with red wine sauce,main course,meat,roast meat,easy,AVERAGE
1243,Rognons sauce au vin,https://www.marmiton.org/recettes/recette_rognons-sauce-au-vin_32236.aspx,4.3,plat principal,viande,abats,,,très facile,bon marché,4,10,20,30,Kidneys in wine sauce,main course,meat,offal,very easy,cheap
1244,Pâtes à la bolognaise facile,https://www.marmiton.org/recettes/recette_pates-a-la-bolognaise-facile_20482.aspx,4.5,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,très facile,bon marché,4,30,1,31,Easy Pasta Bolognese,main course,"pasta, rice, semolina",pasta in sauce,very easy,cheap
1245,Crozets au sarrasin,https://www.marmiton.org/recettes/recette_crozets-au-sarrasin_87822.aspx,0,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,15,45,60,Buckwheat Crozets,main course,"pasta, rice, semolina",other pasta,very easy,cheap
1246,Boudin blanc à la crème et aux champignons,https://www.marmiton.org/recettes/recette_boudin-blanc-a-la-creme-et-aux-champignons_35781.aspx,4.4,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,20,30,White pudding with cream and mushrooms,main course,meat,meat in sauce,very easy,cheap
1247,Escalopes de veau panées,https://www.marmiton.org/recettes/recette_escalopes-de-veau-panees_48719.aspx,4.6,plat principal,viande,viande rôtie,,,très facile,moyen,4,5,10,15,Breaded veal escalopes,main course,meat,roast meat,very easy,AVERAGE
1248,Crevettes poivre et sel,https://www.marmiton.org/recettes/recette_crevettes-poivre-et-sel_26282.aspx,4.5,plat principal,fruits de mer,crevettes,,,très facile,bon marché,4,10,5,15,Salt and pepper shrimp,main course,seafood,shrimp,very easy,cheap
1249,Pennes à la courgette et aux tomates rapide,https://www.marmiton.org/recettes/recette_pennes-a-la-courgette-et-aux-tomates-rapide_37666.aspx,4.6,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,5,15,20,Quick Penne with Zucchini and Tomatoes,main course,"pasta, rice, semolina",other pasta,very easy,cheap
1250,Filet mignon de porc à la moutarde au Thermomix,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-a-la-moutarde-au-thermomix_383286.aspx,4,plat principal,viande,viande rôtie,,,très facile,moyen,4,10,32,42,Pork tenderloin with mustard in Thermomix,main course,meat,roast meat,very easy,AVERAGE
1251,Pâtes à l'avocat,https://www.marmiton.org/recettes/recette_pates-a-l-avocat_37332.aspx,4.2,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,1,10,11,Avocado Pasta,main course,"pasta, rice, semolina",other pasta,very easy,cheap
1252,Croque-monsieur au saumon,https://www.marmiton.org/recettes/recette_croque-monsieur-au-saumon_30285.aspx,4.6,plat principal,plat unique,croque-monsieur,,,très facile,moyen,4,5,10,15,Salmon Croque Monsieur,main course,single dish,croque-monsieur,very easy,AVERAGE
1253,Tajine d'agneau aux pruneaux et aux amandes,https://www.marmiton.org/recettes/recette_tajine-d-agneau-aux-pruneaux-et-aux-amandes_41981.aspx,4.7,plat principal,plat unique,tajine,,,facile,moyen,4,30,130,160,Lamb tagine with prunes and almonds,main course,single dish,tagine,easy,AVERAGE
1254,Hachis parmentier de canard à la patate douce,https://www.marmiton.org/recettes/recette_hachis-parmentier-de-canard-a-la-patate-douce_308261.aspx,4.5,plat principal,plat unique,hachis parmentier,,,facile,moyen,4,20,20,40,Duck shepherd's pie with sweet potato,main course,single dish,shepherd's pie,easy,AVERAGE
1255,Foie de porc gourmand aux champignons,https://www.marmiton.org/recettes/recette_foie-de-porc-gourmand-aux-champignons_330283.aspx,4,plat principal,viande,abats,,,facile,bon marché,4,1,40,41,Gourmet pork liver with mushrooms,main course,meat,offal,easy,cheap
1256,Rosbif aux oignons et pommes de terre au paprika,https://www.marmiton.org/recettes/recette_rosbif-aux-oignons-et-pommes-de-terre-au-paprika_18259.aspx,4.2,plat principal,viande,viande rôtie,,,moyenne,moyen,4,15,25,40,Roast beef with onions and paprika potatoes,main course,meat,roast meat,average,AVERAGE
1257,Omelette sucrée,https://www.marmiton.org/recettes/recette_omelette-sucree_80603.aspx,4.8,plat principal,œufs,omelette,,,très facile,bon marché,4,10,5,15,Sweet Omelette,main course,eggs,omelette,very easy,cheap
1258,Cocktail de Crevettes,https://www.marmiton.org/recettes/recette_cocktail-de-crevettes_29121.aspx,4.4,plat principal,fruits de mer,crevettes,,,très facile,bon marché,4,10,0,10,Shrimp cocktail,main course,seafood,shrimp,very easy,cheap
1259,pavés de saumon en papillote,https://www.marmiton.org/recettes/recette_paves-de-saumon-en-papillote_34492.aspx,4.6,plat principal,poisson,poisson en papillote,,,très facile,bon marché,4,10,15,25,salmon fillets in foil,main course,fish,fish in foil,very easy,cheap
1260,Galettes de chou-fleur panées,https://www.marmiton.org/recettes/recette_galettes-de-chou-fleur_529826.aspx,3.9,plat principal,plat végétarien,galette de légumes,,,facile,bon marché,4,10,30,40,Breaded Cauliflower Patties,main course,vegetarian dish,vegetable pancake,easy,cheap
1261,Oyakodon (Japon),https://www.marmiton.org/recettes/recette_oyakodon-japon_48381.aspx,4.3,plat principal,plat unique,plats japonais,,,facile,bon marché,4,20,20,40,Oyakodon (Japan),main course,single dish,Japanese dishes,easy,cheap
1262,Poulet aux légumes en sac de cuisson au four,https://www.marmiton.org/recettes/recette_poulet-aux-legumes-en-sac-de-cuisson-au-four_392630.aspx,1,plat principal,viande,viande rôtie,,,facile,bon marché,4,30,1,31,Chicken with vegetables in an oven cooking bag,main course,meat,roast meat,easy,cheap
1263,Moules à la crème super faciles,https://www.marmiton.org/recettes/recette_moules-a-la-creme-super-faciles_69153.aspx,4.7,plat principal,fruits de mer,moules,,,très facile,bon marché,4,10,10,20,Super Easy Cream Mussels,main course,seafood,mussels,very easy,cheap
1264,La tartiflette gourmande (à la poêle),https://www.marmiton.org/recettes/recette_la-tartiflette-gourmande-a-la-poele_345900.aspx,5,plat principal,plats au fromage,tartiflette,,,très facile,bon marché,4,30,1,31,Gourmet tartiflette (in a pan),main course,cheese dishes,tartiflette,very easy,cheap
1265,Riz fondant aux oignons et champignons,https://www.marmiton.org/recettes/recette_riz-fondant-aux-oignons-et-champignons_16384.aspx,3.7,plat principal,"pâtes, riz, semoule",plat de riz,,,très facile,bon marché,4,10,25,35,Melting rice with onions and mushrooms,main course,"pasta, rice, semolina",rice dish,very easy,cheap
1266,Cervelle d'agneau en cake : magéna,https://www.marmiton.org/recettes/recette_cervelle-d-agneau-en-cake-magena_231416.aspx,5,plat principal,viande,abats,,,facile,bon marché,4,15,20,35,Lamb brain cake: magéna,main course,meat,offal,easy,cheap
1267,Boudin noir,https://www.marmiton.org/recettes/recette_boudin-noir_43940.aspx,0,plat principal,viande,viande en sauce,,,difficile,bon marché,4,1,3,4,Black pudding,main course,meat,meat in sauce,difficult,cheap
1268,Poulpe en daube,https://www.marmiton.org/recettes/recette_poulpe-en-daube_13891.aspx,4.8,plat principal,fruits de mer,"calamar, poulpe",,,facile,bon marché,4,30,3,33,Stewed octopus,main course,seafood,"squid, octopus",easy,cheap
1269,Spaghetti aux gambas,https://www.marmiton.org/recettes/recette_spaghetti-aux-gambas_29667.aspx,4.8,plat principal,"pâtes, riz, semoule",spaghetti,,,très facile,moyen,4,20,15,35,Spaghetti with prawns,main course,"pasta, rice, semolina",spaghetti,very easy,AVERAGE
1270,Filet de panga en papillote,https://www.marmiton.org/recettes/recette_filet-de-panga-en-papillote_81136.aspx,4.6,plat principal,poisson,poisson en papillote,,,très facile,moyen,4,5,20,25,Panga fillet in foil,main course,fish,fish in foil,very easy,AVERAGE
1271,Kefta aux oeufs et à la tomate,https://www.marmiton.org/recettes/recette_kefta-aux-oeufs-et-a-la-tomate_39330.aspx,4.7,plat principal,viande,boulettes de viande,,,très facile,bon marché,4,15,30,45,Kefta with eggs and tomato,main course,meat,meatballs,very easy,cheap
1272,"Roz jerbi (riz de Djerba, recette tunisienne)",https://www.marmiton.org/recettes/recette_roz-jerbi-riz-de-djerba-recette-tunisienne_228224.aspx,5,plat principal,"pâtes, riz, semoule",plat de riz,,,facile,bon marché,4,30,30,60,"Roz jerbi (Djerba rice, Tunisian recipe)",main course,"pasta, rice, semolina",rice dish,easy,cheap
1273,Tagliatelles au foie gras,https://www.marmiton.org/recettes/recette_tagliatelles-au-foie-gras_94633.aspx,3.6,plat principal,viande,abats,,,très facile,moyen,4,10,20,30,Tagliatelle with foie gras,main course,meat,offal,very easy,AVERAGE
1274,Emincés de poulet sauce moutarde,https://www.marmiton.org/recettes/recette_eminces-de-poulet-sauce-moutarde_73046.aspx,4.8,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,8,18,Sliced ​​chicken with mustard sauce,main course,meat,meat in sauce,very easy,cheap
1275,Langue de porc au madère,https://www.marmiton.org/recettes/recette_langue-de-porc-au-madere_67195.aspx,4.9,plat principal,viande,abats,,,moyenne,moyen,4,130,1,131,Pork tongue with Madeira,main course,meat,offal,average,AVERAGE
1276,Calamars au chorizo,https://www.marmiton.org/recettes/recette_calamars-au-chorizo_58453.aspx,4.8,plat principal,fruits de mer,"calamar, poulpe",,,facile,moyen,4,25,20,45,Calamari with chorizo,main course,seafood,"squid, octopus",easy,AVERAGE
1277,Cannelloni à l'ancienne,https://www.marmiton.org/recettes/recette_cannellonis-a-l-ancienne_41364.aspx,4.7,plat principal,"pâtes, riz, semoule",autres pâtes,,,moyenne,moyen,4,1,25,26,Old-fashioned cannelloni,main course,"pasta, rice, semolina",other pasta,average,AVERAGE
1278,Brochettes de crevettes à l'ananas,https://www.marmiton.org/recettes/recette_brochettes-de-crevettes-a-l-ananas_47523.aspx,4.8,plat principal,fruits de mer,crevettes,,,très facile,bon marché,4,2,5,7,Pineapple Shrimp Skewers,main course,seafood,shrimp,very easy,cheap
1279,Pâtes safranées aux gambas,https://www.marmiton.org/recettes/recette_pates-safranees-aux-gambas_59926.aspx,4.8,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,moyen,4,5,15,20,Saffron pasta with prawns,main course,"pasta, rice, semolina",other pasta,very easy,AVERAGE
1280,Dosa (crêpe d'Inde du sud),https://www.marmiton.org/recettes/recette_dosa-crepe-d-inde-du-sud_57319.aspx,4,plat principal,plat unique,plats indiens,,,facile,bon marché,4,20,15,35,Dosa (South Indian crepe),main course,single dish,indian dishes,easy,cheap
1281,Fabada Asturiana (Cassoulet Español),https://www.marmiton.org/recettes/recette_fabada-asturiana-cassoulet-espanol_167887.aspx,5,plat principal,plat unique,cassoulet,,,très facile,bon marché,4,5,30,35,Fabada Asturiana (Cassoulet Español),main course,single dish,cassoulet,very easy,cheap
1282,Gigue de chevreuil,https://www.marmiton.org/recettes/recette_gigue-de-chevreuil_13297.aspx,4.8,plat principal,viande,viande rôtie,,,moyenne,assez cher,4,1,40,41,Leg of venison,main course,meat,roast meat,average,quite expensive
1283,Pot-au-feu végétarien au fromage,https://www.marmiton.org/recettes/recette_pot-au-feu-vegetarien-au-gruyere_28189.aspx,4.3,plat principal,plat unique,pot-au-feu,,,facile,moyen,4,10,1,11,Vegetarian Cheese Pot-au-feu,main course,single dish,stew,easy,AVERAGE
1284,Pâtes au pesto rosso et au poulet,https://www.marmiton.org/recettes/recette_pates-au-pesto-rosso-et-au-poulet_311315.aspx,4.8,plat principal,"pâtes, riz, semoule",autres pâtes,,,facile,bon marché,4,15,15,30,Pasta with pesto rosso and chicken,main course,"pasta, rice, semolina",other pasta,easy,cheap
1285,Maffé de poulet (sauce arachides),https://www.marmiton.org/recettes/recette_maffe-de-poulet-sauce-arachides_23686.aspx,4.3,plat principal,plat unique,plats africains,,,facile,moyen,4,20,1,21,Chicken Maffé (peanut sauce),main course,single dish,african dishes,easy,AVERAGE
1286,Filet mignon au miel et à la vanille,https://www.marmiton.org/recettes/recette_filet-mignon-au-miel-et-a-la-vanille_29401.aspx,4.7,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,30,40,Honey and vanilla filet mignon,main course,meat,roast meat,very easy,cheap
1287,Saumon aux épices en barbecue,https://www.marmiton.org/recettes/recette_saumon-aux-epices-en-barbecue_29673.aspx,5,plat principal,poisson,saumon en sauce,,,facile,assez cher,4,15,30,45,Barbecued spiced salmon,main course,fish,salmon in sauce,easy,quite expensive
1288,Tartiflette aux courgettes,https://www.marmiton.org/recettes/recette_tartiflette-aux-courgettes_49917.aspx,4.7,plat principal,plats au fromage,tartiflette,,,très facile,moyen,4,15,35,50,Zucchini Tartiflette,main course,cheese dishes,tartiflette,very easy,AVERAGE
1289,chapon rôti au four (poisson méditerranéen),https://www.marmiton.org/recettes/recette_chapon-roti-au-four-poisson-mediterraneen_31809.aspx,4.4,plat principal,poisson,poisson au four,,,très facile,moyen,4,5,20,25,oven roasted capon (Mediterranean fish),main course,fish,baked fish,very easy,AVERAGE
1290,Filet mignon farci au bacon et au comté,https://www.marmiton.org/recettes/recette_filet-mignon-farci-au-bacon-et-au-comte_343010.aspx,5,plat principal,viande,viande rôtie,,,facile,bon marché,4,20,35,55,Filet mignon stuffed with bacon and comté cheese,main course,meat,roast meat,easy,cheap
1291,Pâtes aux vongoles (palourdes plates),https://www.marmiton.org/recettes/recette_pates-aux-vongoles-palourdes-plates_60133.aspx,4.9,plat principal,"pâtes, riz, semoule",autres pâtes,,,facile,moyen,4,5,20,25,Pasta with vongoles (flat clams),main course,"pasta, rice, semolina",other pasta,easy,AVERAGE
1292,Paëlla végétarienne,https://www.marmiton.org/recettes/recette_paella-vegetarienne_47534.aspx,4.6,plat principal,plat unique,paella,,,facile,moyen,4,15,45,60,Vegetarian Paella,main course,single dish,paella,easy,AVERAGE
1293,Pâtes forestières,https://www.marmiton.org/recettes/recette_pates-forestieres_36043.aspx,4.9,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,15,30,45,Forest Pasta,main course,"pasta, rice, semolina",other pasta,very easy,cheap
1294,Quiche au thon facile,https://www.marmiton.org/recettes/recette_quiche-au-thon-facile_91444.aspx,4.6,plat principal,poisson,poisson facile,,,facile,bon marché,4,10,1,11,Easy Tuna Quiche,main course,fish,easy fish,easy,cheap
1295,Haricots lingots et saucisses,https://www.marmiton.org/recettes/recette_haricots-lingots-et-saucisses_70192.aspx,4.7,plat principal,viande,viande rôtie,,,facile,bon marché,4,3,2,5,Beans and sausages,main course,meat,roast meat,easy,cheap
1296,Cuisses de poulet au miel cuites au four,https://www.marmiton.org/recettes/recette_cuisses-de-poulet-au-miel-cuites-au-four_54562.aspx,4.6,plat principal,viande,viande rôtie,,,très facile,bon marché,4,5,50,55,Baked Honey Chicken Thighs,main course,meat,roast meat,very easy,cheap
1297,Curry d'aubergines au lait de coco,https://www.marmiton.org/recettes/recette_curry-d-aubergines-au-lait-de-coco_528576.aspx,4.6,plat principal,plat végétarien,aubergine,,,très facile,bon marché,4,15,30,45,Eggplant curry with coconut milk,main course,vegetarian dish,eggplant,very easy,cheap
1298,Lapin à la moutarde au thym et à la crème,https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-au-thym-et-a-la-creme_62439.aspx,3.7,plat principal,viande,viande en sauce,,,facile,moyen,4,10,35,45,Rabbit with thyme mustard and cream,main course,meat,meat in sauce,easy,AVERAGE
1299,Galettes de sarrasin au saumon,https://www.marmiton.org/recettes/recette_galettes-de-sarrasin-au-saumon_23099.aspx,4.5,plat principal,plat unique,"galette de sarrasin, crêpe salée",,,très facile,bon marché,4,15,0,15,Buckwheat pancakes with salmon,main course,single dish,"buckwheat pancake, savory crepe",very easy,cheap
1300,Lentilles aux saucisses de mémé Denise,https://www.marmiton.org/recettes/recette_lentilles-aux-saucisses-de-meme-denise_164792.aspx,4.8,plat principal,plat unique,saucisse lentilles,,,facile,bon marché,4,15,25,40,Grandma Denise's Lentils with Sausages,main course,single dish,sausage lentils,easy,cheap
1301,Quenelles poêlées sauce crème fraîche et bouillon de légumes,https://www.marmiton.org/recettes/recette_quenelles-poelees-sauce-creme-fraiche-et-bouillon-de-legumes_343831.aspx,5,plat principal,plat unique,quenelles,,,facile,bon marché,4,5,10,15,Fried quenelles with crème fraîche sauce and vegetable broth,main course,single dish,dumplings,easy,cheap
1302,Sauté de poulet aux carottes à la crème de moutarde,https://www.marmiton.org/recettes/recette_saute-de-poulet-aux-carottes-a-la-creme-de-moutarde_333026.aspx,4.7,plat principal,viande,viande en sauce,,,facile,bon marché,4,10,40,50,Chicken stir-fry with carrots in mustard cream,main course,meat,meat in sauce,easy,cheap
1303,Tagliatelles aux scampis tomate-crème,https://www.marmiton.org/recettes/recette_tagliatelles-aux-scampis-tomate-creme_225710.aspx,4.3,plat principal,"pâtes, riz, semoule",tagliatelle,,,facile,moyen,4,15,20,35,"Tagliatelle with scampi, tomato and cream",main course,"pasta, rice, semolina",tagliatelle,easy,AVERAGE
1304,Pizza reine aux merguez,https://www.marmiton.org/recettes/recette_pizza-reine-aux-merguez_61352.aspx,4.4,plat principal,viande,viande rôtie,,,très facile,bon marché,4,20,20,40,Queen pizza with merguez,main course,meat,roast meat,very easy,cheap
1305,Tajine végétarien (légumes et épices),https://www.marmiton.org/recettes/recette_tajine-vegetarien-legumes-et-epices_312325.aspx,4.6,plat principal,plat unique,tajine,,,facile,bon marché,4,15,45,60,Vegetarian tagine (vegetables and spices),main course,single dish,tagine,easy,cheap
1306,Blancs de poulet minceur à ma façon,https://www.marmiton.org/recettes/recette_blancs-de-poulet-minceur-a-ma-facon_165648.aspx,4.3,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,30,45,My way of making slimming chicken breasts,main course,meat,meat in sauce,very easy,cheap
1307,Emincée de poulet à la crème et moutarde à l'ancienne,https://www.marmiton.org/recettes/recette_emincee-de-poulet-a-la-creme-et-moutarde-a-l-ancienne_169509.aspx,4.6,plat principal,viande,viande en sauce,,,facile,moyen,4,15,20,35,Chicken strips with cream and old-fashioned mustard,main course,meat,meat in sauce,easy,AVERAGE
1308,Spaghetti à l'encre de seiche (Italie),https://www.marmiton.org/recettes/recette_spaghetti-a-l-encre-de-seiche-italie_15727.aspx,4,plat principal,"pâtes, riz, semoule",spaghetti,,,moyenne,moyen,4,1,1,2,Spaghetti with squid ink (Italy),main course,"pasta, rice, semolina",spaghetti,average,AVERAGE
1309,Gua Bao - Petites brioches aux champignons,https://www.marmiton.org/recettes/recette_gao-bao-petites-brioches-aux-champignons_534810.aspx,0,plat principal,,,,,facile,bon marché,4,40,20,60,Gua Bao - Small mushroom buns,main course,,,easy,cheap
1310,Gratin de pâtes à la sicilienne,https://www.marmiton.org/recettes/recette_gratin-de-pates-a-la-sicilienne_27282.aspx,4.3,plat principal,"pâtes, riz, semoule",gratin de pâtes,,,très facile,bon marché,4,20,15,35,Sicilian Pasta Gratin,main course,"pasta, rice, semolina",pasta gratin,very easy,cheap
1311,Travers de porc au miel express,https://www.marmiton.org/recettes/recette_travers-de-porc-au-miel-express_50173.aspx,4.8,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,30,40,Express Honey Pork Ribs,main course,meat,roast meat,very easy,cheap
1312,Spaghetti sardine à l'huile et aneth,https://www.marmiton.org/recettes/recette_spaghetti-sardine-a-l-huile-et-aneth_92164.aspx,4.3,plat principal,"pâtes, riz, semoule",spaghetti,,,très facile,bon marché,4,10,5,15,Sardine spaghetti with oil and dill,main course,"pasta, rice, semolina",spaghetti,very easy,cheap
1313,Poisson à la chinoise,https://www.marmiton.org/recettes/recette_poisson-a-la-chinoise_83774.aspx,4.3,plat principal,plat unique,plats chinois,,,facile,moyen,4,20,20,40,Chinese fish,main course,single dish,chinese dishes,easy,AVERAGE
1314,lasagnes au poisson,https://www.marmiton.org/recettes/recette_lasagnes-au-poisson_41362.aspx,4.8,plat principal,"pâtes, riz, semoule",lasagne,,,très facile,bon marché,4,20,35,55,fish lasagna,main course,"pasta, rice, semolina",lasagna,very easy,cheap
1315,Poulet sauce saté facile,https://www.marmiton.org/recettes/recette_poulet-sauce-sate-facile_48726.aspx,4.2,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,15,30,Easy Chicken Satay Sauce,main course,meat,meat in sauce,very easy,cheap
1316,Chipolatas en papillotes,https://www.marmiton.org/recettes/recette_chipolatas-en-papillottes_70433.aspx,4.4,plat principal,viande,viande rôtie,,,facile,bon marché,4,30,30,60,Chipolatas in foil,main course,meat,roast meat,easy,cheap
1317,Riz portuguais de ma maman,https://www.marmiton.org/recettes/recette_riz-portuguais-de-ma-maman_55650.aspx,4.7,plat principal,"pâtes, riz, semoule",plat de riz,,,très facile,bon marché,4,15,20,35,My Mom's Portuguese Rice,main course,"pasta, rice, semolina",rice dish,very easy,cheap
1318,Lasagnes aux fruits de mer,https://www.marmiton.org/recettes/recette_lasagnes-aux-fruits-de-mer_43723.aspx,4,plat principal,"pâtes, riz, semoule",lasagne,,,facile,moyen,4,1,1,2,Seafood Lasagna,main course,"pasta, rice, semolina",lasagna,easy,AVERAGE
1319,Butternut vegetarienne farcie au bleu et boulgour,https://www.marmiton.org/recettes/recette_butternut-vegetarienne-farcie-au-bleu-et-boulgour_347302.aspx,4.7,plat principal,plat unique,légumes farcis,,,très facile,bon marché,4,20,40,60,Vegetarian butternut squash stuffed with blue cheese and bulgur,main course,single dish,stuffed vegetables,very easy,cheap
1320,"Crozets au reblochon, lardons et champignons",https://www.marmiton.org/recettes/recette_crozets-au-reblochon-lardons-et-champignons_86995.aspx,4.7,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,30,30,60,"Crozets with reblochon, bacon and mushrooms",main course,"pasta, rice, semolina",other pasta,very easy,cheap
1321,Pains pita aux falafels,https://www.marmiton.org/recettes/recette_pains-pita-aux-falafels_331235.aspx,3.3,plat principal,viande,boulettes de viande,,,facile,bon marché,4,40,35,75,Falafel Pita Breads,main course,meat,meatballs,easy,cheap
1322,Rôti de veau cuisson lente,https://www.marmiton.org/recettes/recette_roti-de-veau-cuisson-lente_173044.aspx,4.3,plat principal,viande,viande rôtie,,,très facile,moyen,4,15,230,245,Slow-cooked roast veal,main course,meat,roast meat,very easy,AVERAGE
1323,Croquettes de farce fine de poisson et mayonnaise aux herbes fraîches par Nathan Helo,https://www.marmiton.org/recettes/recette_croquettes-de-poisson-et-mayonnaise-aux-herbes-fraiches_527875.aspx,5,plat principal,poisson,,,,facile,bon marché,4,20,5,25,Fine fish stuffing croquettes with fresh herb mayonnaise by Nathan Helo,main course,fish,,easy,cheap
1324,Calmars (ou calamars) tomates crème,https://www.marmiton.org/recettes/recette_calmars-ou-calamars-tomates-creme_37532.aspx,4.8,plat principal,fruits de mer,"calamar, poulpe",,,très facile,moyen,4,30,15,45,Squid (or calamari) with tomato cream,main course,seafood,"squid, octopus",very easy,AVERAGE
1325,Avocats aux crevettes et leur sauce relevée,https://www.marmiton.org/recettes/recette_avocats-aux-crevettes-et-leur-sauce-relevee_33215.aspx,4.5,plat principal,fruits de mer,crevettes,,,très facile,moyen,4,5,0,5,Avocados with shrimp and their spicy sauce,main course,seafood,shrimp,very easy,AVERAGE
1326,Filets de daurade aux oignons et vin blanc,https://www.marmiton.org/recettes/recette_filets-de-daurade-aux-oignons-et-vin-blanc_24958.aspx,0,plat principal,poisson,filets de poisson,,,très facile,bon marché,4,15,10,25,Sea bream fillets with onions and white wine,main course,fish,fish fillets,very easy,cheap
